question_id,file,lot,official_topic,official_item_id,official_item,difficulty,answer_mode,required_answer_count,correct_choices,choices,cognitive_level,exam_skill,archetype,code_language,estimated_time_seconds,assesses_outcomes,course_refs,course_url,sources,classification
QST-ra9z9d42ddqa,lot-07-forms.yml,lot-07,Forms,OIT-v7zyhcm44m88,Form events,hard,single,1,1,4,APPLY,DIAGNOSE,SEQUENCE_ORDER,,60,OUT-jz8pzthzk661,CRS-b2pn9zz55e4n,/docs/courses/lot-07/form-events,1,READY_FOR_NEW_UI
QST-tv47j0hjexr0,lot-07-forms.yml,lot-07,Forms,OIT-v7zyhcm44m88,Form events,hard,single,1,1,4,UNDERSTAND,DIAGNOSE,DEFINITION_RECALL,,60,OUT-eyj84n4wy8wg,CRS-b2pn9zz55e4n,/docs/courses/lot-07/form-events,1,READY_FOR_NEW_UI
QST-5x6x0fgxqk43,lot-07-forms.yml,lot-07,Forms,OIT-v7zyhcm44m88,Form events,hard,single,1,1,4,APPLY,DIAGNOSE,CONCEPT_DISTINCTION,,60,OUT-xj0demzqg8ct|OUT-0sq5c8vams1s,CRS-b2pn9zz55e4n,/docs/courses/lot-07/form-events,1,READY_FOR_NEW_UI
QST-mc97gbqdk57v,lot-07-forms.yml,lot-07,Forms,OIT-gcs0jathkv9b,Form type extensions,medium,single,1,1,4,UNDERSTAND,DISTINGUISH,API_SIGNATURE,,45,OUT-htzhn298zev4,CRS-k4ejsd624d1p,/docs/courses/lot-07/form-type-extensions,1,CODE_INLINE_PRESENT
QST-vp34fa6btm3y,lot-07-forms.yml,lot-07,Forms,OIT-gcs0jathkv9b,Form type extensions,medium,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-9f0hg26eqmze,CRS-k4ejsd624d1p,/docs/courses/lot-07/form-type-extensions,1,READY_FOR_NEW_UI
QST-7ef7528zsm5p,lot-07-forms.yml,lot-07,Forms,OIT-rj9web4whgmz,Form options (OptionsResolver component),medium,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-whjhhhcq1kg3,CRS-pchb259hnbh3,/docs/courses/lot-07/form-options-optionsresolver-component,1,READY_FOR_NEW_UI
QST-0gsam1vp228d,lot-07-forms.yml,lot-07,Forms,OIT-rj9web4whgmz,Form options (OptionsResolver component),hard,single,1,1,4,APPLY,DIAGNOSE,SCENARIO_CHOICE,,60,OUT-rz5njbv8fvrm,CRS-pchb259hnbh3,/docs/courses/lot-07/form-options-optionsresolver-component,1,READY_FOR_NEW_UI
QST-ct51dexfx1vd,lot-07-forms.yml,lot-07,Forms,OIT-tsxxgp3ppj1n,Form component,easy,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-teejhc73n9se,CRS-txp6tjhjtfy8,/docs/courses/lot-07/form-component,1,READY_FOR_NEW_UI
QST-a50hsn4hz0ac,lot-07-forms.yml,lot-07,Forms,OIT-tsxxgp3ppj1n,Form component,medium,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-hqxn9f5pmxnp,CRS-txp6tjhjtfy8,/docs/courses/lot-07/form-component,1,READY_FOR_NEW_UI
QST-t8erjc9b609g,lot-07-forms.yml,lot-07,Forms,OIT-fhpttc4c5x0k,Forms creation,medium,single,1,1,4,APPLY,DIAGNOSE,SCENARIO_CHOICE,,45,OUT-nafaf5j5xy59,CRS-8msvfwe13mpb,/docs/courses/lot-07/forms-creation,1,READY_FOR_NEW_UI
QST-ypbv08h18qzf,lot-07-forms.yml,lot-07,Forms,OIT-fhpttc4c5x0k,Forms creation,easy,single,1,1,4,KNOW,RECOGNIZE,API_SIGNATURE,,45,OUT-5dydayznyx68,CRS-8msvfwe13mpb,/docs/courses/lot-07/forms-creation,1,CODE_INLINE_PRESENT
QST-zmw8se19hm38,lot-07-forms.yml,lot-07,Forms,OIT-mgvdw7cfpwyz,Forms handling,medium,single,1,1,4,APPLY,DIAGNOSE,SCENARIO_CHOICE,,45,OUT-y3ytkg8qf2rc,CRS-nfkzx2s1n3r3,/docs/courses/lot-07/forms-handling,1,READY_FOR_NEW_UI
QST-1h2rez4vq4r2,lot-07-forms.yml,lot-07,Forms,OIT-mgvdw7cfpwyz,Forms handling,hard,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,45,OUT-hkxn2p2xjmg7,CRS-nfkzx2s1n3r3,/docs/courses/lot-07/forms-handling,1,READY_FOR_NEW_UI
QST-c3kjx34a31md,lot-07-forms.yml,lot-07,Forms,OIT-5xvjqa4203xe,Form types (built-in and custom),medium,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-kevx5cz60q4s,CRS-f9pen0bdyrr9,/docs/courses/lot-07/form-types-built-in-and-custom,1,READY_FOR_NEW_UI
QST-04kqsfdb0gr0,lot-07-forms.yml,lot-07,Forms,OIT-5xvjqa4203xe,Form types (built-in and custom),hard,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-tq1etfz8r98x,CRS-f9pen0bdyrr9,/docs/courses/lot-07/form-types-built-in-and-custom,2,READY_FOR_NEW_UI
QST-rvne7kjg6j5v,lot-07-forms.yml,lot-07,Forms,OIT-gxew257vwhm8,Forms rendering with Twig,medium,single,1,1,4,APPLY,DIAGNOSE,SCENARIO_CHOICE,,45,OUT-zembn60q8907,CRS-b5nj93xzz10b,/docs/courses/lot-07/forms-rendering-with-twig,2,READY_FOR_NEW_UI
QST-9wnradgcgyvz,lot-07-forms.yml,lot-07,Forms,OIT-j2vjdxcer4ft,Forms theming,hard,single,1,1,4,UNDERSTAND,DISTINGUISH,SEQUENCE_ORDER,,45,OUT-tdmyt1j1t4xx,CRS-r3xywnpwrwh7,/docs/courses/lot-07/forms-theming,1,READY_FOR_NEW_UI
QST-w6bjkbw00rmt,lot-07-forms.yml,lot-07,Forms,OIT-j2vjdxcer4ft,Forms theming,medium,single,1,1,4,KNOW,RECOGNIZE,DEFINITION_RECALL,,45,OUT-ak7tm95dph6x,CRS-r3xywnpwrwh7,/docs/courses/lot-07/forms-theming,1,READY_FOR_NEW_UI
QST-5ynp5c9e17qw,lot-07-forms.yml,lot-07,Forms,OIT-dmkbj2x94rks,CSRF protection,medium,single,1,1,4,UNDERSTAND,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,45,OUT-p1tsfr91bmqy,CRS-0yhqc0b1q7hz,/docs/courses/lot-07/csrf-protection,1,READY_FOR_NEW_UI
QST-7e29spfp304x,lot-07-forms.yml,lot-07,Forms,OIT-dmkbj2x94rks,CSRF protection,hard,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-vtp031jk3dbg,CRS-0yhqc0b1q7hz,/docs/courses/lot-07/csrf-protection,1,READY_FOR_NEW_UI
QST-882rztd8f5fc,lot-07-forms.yml,lot-07,Forms,OIT-p810t98zedem,Built-in form types,medium,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-41xcqcjzrmm1,CRS-zsgx3tvpy1kn,/docs/courses/lot-07/built-in-form-types,1,READY_FOR_NEW_UI
QST-s02tz29zxp2g,lot-07-forms.yml,lot-07,Forms,OIT-p810t98zedem,Built-in form types,medium,single,1,1,4,KNOW,RECOGNIZE,DEFINITION_RECALL,,45,OUT-pesfrvtg5qj0,CRS-zsgx3tvpy1kn,/docs/courses/lot-07/built-in-form-types,1,READY_FOR_NEW_UI
QST-rcbeqstzndek,lot-07-forms.yml,lot-07,Forms,OIT-58r9dadx916v,Data transformers,hard,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,45,OUT-gecgdnzrpa06,CRS-cj36gys6vatx,/docs/courses/lot-07/data-transformers,1,READY_FOR_NEW_UI
QST-bn1rbrz3c7pr,lot-07-forms.yml,lot-07,Forms,OIT-v7zyhcm44m88,Form events,hard,single,1,1,4,UNDERSTAND,DISTINGUISH,SEQUENCE_ORDER,,45,OUT-v8srdqc4xxjy,CRS-b2pn9zz55e4n,/docs/courses/lot-07/form-events,1,READY_FOR_NEW_UI
QST-ffbr017rjbwd,lot-07-forms.yml,lot-07,Forms,OIT-gcs0jathkv9b,Form type extensions,medium,single,1,1,4,APPLY,DIAGNOSE,SCENARIO_CHOICE,,45,OUT-9d91memjprhk,CRS-k4ejsd624d1p,/docs/courses/lot-07/form-type-extensions,1,READY_FOR_NEW_UI
QST-gbb1dez9gmt4,lot-07-forms.yml,lot-07,Forms,OIT-gcs0jathkv9b,Form type extensions,medium,single,1,1,4,KNOW,RECOGNIZE,CONFIG_BEHAVIOR,,45,OUT-j3nk4sk7h02m,CRS-k4ejsd624d1p,/docs/courses/lot-07/form-type-extensions,1,READY_FOR_NEW_UI
QST-g1dczt41g8d2,lot-07-forms.yml,lot-07,Forms,OIT-rj9web4whgmz,Form options (OptionsResolver component),hard,single,1,1,4,UNDERSTAND,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,45,OUT-jc8c1h1nznhd,CRS-pchb259hnbh3,/docs/courses/lot-07/form-options-optionsresolver-component,1,READY_FOR_NEW_UI
QST-mfsa4gjwmnxf,lot-07-forms.yml,lot-07,Forms,OIT-rj9web4whgmz,Form options (OptionsResolver component),medium,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,45,OUT-c7879v7m2pqb,CRS-pchb259hnbh3,/docs/courses/lot-07/form-options-optionsresolver-component,1,READY_FOR_NEW_UI
QST-ga6bhvbf0ecp,lot-08-data-validation.yml,lot-08,Data Validation,OIT-6wd8860brzfy,Validator component,medium,single,1,1,4,UNDERSTAND,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,50,OUT-0enczxzp4pwq,CRS-way4aktj2d5m,/docs/courses/lot-08/validator-component,1,CODE_INLINE_PRESENT
QST-m5f3k7za0tpt,lot-08-data-validation.yml,lot-08,Data Validation,OIT-6wd8860brzfy,Validator component,hard,single,1,1,4,APPLY,RECOGNIZE,API_SIGNATURE,,55,OUT-kgffdypsnscc,CRS-way4aktj2d5m,/docs/courses/lot-08/validator-component,1,CODE_INLINE_PRESENT
QST-g22z7fmy0cg3,lot-08-data-validation.yml,lot-08,Data Validation,OIT-d3yp0sq36xrx,PHP object validation,hard,single,1,1,4,APPLY,DIAGNOSE,SCENARIO_CHOICE,,55,OUT-mqjbbf32kjca,CRS-ax2v94pgbk0g,/docs/courses/lot-08/php-object-validation,1,CODE_INLINE_PRESENT
QST-6snh12yz2gz2,lot-08-data-validation.yml,lot-08,Data Validation,OIT-d3yp0sq36xrx,PHP object validation,hard,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,55,OUT-wmvdnjq75f68,CRS-ax2v94pgbk0g,/docs/courses/lot-08/php-object-validation,1,READY_FOR_NEW_UI
QST-9zsx244xw271,lot-08-data-validation.yml,lot-08,Data Validation,OIT-9x3strrjdng7,Built-in validation constraints,medium,single,1,1,4,APPLY,DISTINGUISH,SCENARIO_CHOICE,,50,OUT-wkzdab0t8y8n,CRS-569y6hb7fwj5,/docs/courses/lot-08/built-in-validation-constraints,1,READY_FOR_NEW_UI
QST-fh0eh8ct9m8r,lot-08-data-validation.yml,lot-08,Data Validation,OIT-9x3strrjdng7,Built-in validation constraints,medium,single,1,1,4,APPLY,RECOGNIZE,SCENARIO_CHOICE,,45,OUT-ca39zvmah4sj,CRS-569y6hb7fwj5,/docs/courses/lot-08/built-in-validation-constraints,1,READY_FOR_NEW_UI
QST-5ryp5r5qg631,lot-08-data-validation.yml,lot-08,Data Validation,OIT-ttwpe00f32q9,Validation scopes,hard,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,55,OUT-wdhsjrrpmggk,CRS-wzmrks85zyh1,/docs/courses/lot-08/validation-scopes,1,CODE_INLINE_PRESENT
QST-6sxdmsbatps8,lot-08-data-validation.yml,lot-08,Data Validation,OIT-ttwpe00f32q9,Validation scopes,medium,single,1,1,4,APPLY,DISTINGUISH,SCENARIO_CHOICE,,50,OUT-v2t6031e9x7s,CRS-wzmrks85zyh1,/docs/courses/lot-08/validation-scopes,1,READY_FOR_NEW_UI
QST-1c6zphv3dzgc,lot-08-data-validation.yml,lot-08,Data Validation,OIT-kkhb3wd341ex,Validation groups,medium,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,50,OUT-s73ykpqy5sch,CRS-vskyr5zdwr2t,/docs/courses/lot-08/validation-groups,1,CODE_INLINE_PRESENT
QST-znrf5tj46jjt,lot-08-data-validation.yml,lot-08,Data Validation,OIT-kkhb3wd341ex,Validation groups,hard,single,1,1,4,UNDERSTAND,RECOGNIZE,DEFINITION_RECALL,,55,OUT-yme605pqpcbw,CRS-vskyr5zdwr2t,/docs/courses/lot-08/validation-groups,1,READY_FOR_NEW_UI
QST-467dyvf9ht74,lot-08-data-validation.yml,lot-08,Data Validation,OIT-rwavvsx2d7nq,Group sequence,hard,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,60,OUT-b5t21ax5y3aq,CRS-bthv5xmh5wea,/docs/courses/lot-08/group-sequence,1,CODE_INLINE_PRESENT
QST-h9d44gg643q8,lot-08-data-validation.yml,lot-08,Data Validation,OIT-rwavvsx2d7nq,Group sequence,hard,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,60,OUT-w45gx8dhzkr1,CRS-bthv5xmh5wea,/docs/courses/lot-08/group-sequence,1,CODE_INLINE_PRESENT
QST-0hcwz5ma0vpr,lot-08-data-validation.yml,lot-08,Data Validation,OIT-rwavvsx2d7nq,Group sequence,hard,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,65,OUT-kbx7xfhhm46j,CRS-bthv5xmh5wea,/docs/courses/lot-08/group-sequence,1,READY_FOR_NEW_UI
QST-mhm4eqjg10s2,lot-08-data-validation.yml,lot-08,Data Validation,OIT-hcdrp2y7kbct,Custom callback validators,hard,single,1,1,4,UNDERSTAND,RECOGNIZE,API_SIGNATURE,,55,OUT-fh85dvq5wq94,CRS-96w05v20b8w1,/docs/courses/lot-08/custom-callback-validators,1,CODE_INLINE_PRESENT
QST-569d837g7cjg,lot-08-data-validation.yml,lot-08,Data Validation,OIT-hcdrp2y7kbct,Custom callback validators,medium,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,50,OUT-3mgrr61v77zn,CRS-96w05v20b8w1,/docs/courses/lot-08/custom-callback-validators,1,READY_FOR_NEW_UI
QST-egqjqhe0s1vv,lot-08-data-validation.yml,lot-08,Data Validation,OIT-0wnxbapegqhv,Violations builder,hard,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,55,OUT-y8sak1s2672z,CRS-d235sja3h7y2,/docs/courses/lot-08/violations-builder,1,CODE_INLINE_PRESENT
QST-r3bv4np3ttcs,lot-08-data-validation.yml,lot-08,Data Validation,OIT-0wnxbapegqhv,Violations builder,medium,single,1,1,4,APPLY,RECOGNIZE,API_SIGNATURE,,50,OUT-nb6w1gbs0ndt,CRS-d235sja3h7y2,/docs/courses/lot-08/violations-builder,1,CODE_INLINE_PRESENT
QST-aahvpedaf1ne,lot-08-data-validation.yml,lot-08,Data Validation,OIT-6wd8860brzfy,Validator component,medium,single,1,1,4,KNOW,RECOGNIZE,API_SIGNATURE,,45,OUT-wsh6jsvs5s6f,CRS-way4aktj2d5m,/docs/courses/lot-08/validator-component,1,READY_FOR_NEW_UI
QST-56renepg88tq,lot-08-data-validation.yml,lot-08,Data Validation,OIT-9x3strrjdng7,Built-in validation constraints,medium,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-zxecwdwyhgng,CRS-569y6hb7fwj5,/docs/courses/lot-08/built-in-validation-constraints,1,READY_FOR_NEW_UI
QST-8zqhmc0hwvhj,lot-08-data-validation.yml,lot-08,Data Validation,OIT-hcdrp2y7kbct,Custom callback validators,hard,single,1,1,4,UNDERSTAND,DISTINGUISH,API_SIGNATURE,,45,OUT-4637w32xw9y8,CRS-96w05v20b8w1,/docs/courses/lot-08/custom-callback-validators,1,READY_FOR_NEW_UI
QST-m2hsqcvcwrej,lot-08-data-validation.yml,lot-08,Data Validation,OIT-0wnxbapegqhv,Violations builder,medium,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-x2rv3kwasf88,CRS-d235sja3h7y2,/docs/courses/lot-08/violations-builder,1,READY_FOR_NEW_UI
QST-bkff08xmt369,lot-09-dependency-injection.yml,lot-09,Dependency Injection,OIT-92ctf3sy3ddk,Dependency Injection component,medium,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,50,OUT-svr2vz7ebkv7,CRS-htvm3b1gas0d,/docs/courses/lot-09/dependency-injection-component,1,READY_FOR_NEW_UI
QST-ttahda62q0me,lot-09-dependency-injection.yml,lot-09,Dependency Injection,OIT-92ctf3sy3ddk,Dependency Injection component,medium,single,1,1,4,APPLY,RECOGNIZE,SCENARIO_CHOICE,,50,OUT-6ah70qtk60fe,CRS-htvm3b1gas0d,/docs/courses/lot-09/dependency-injection-component,1,CODE_INLINE_PRESENT
QST-b9cxe8hzrxnz,lot-09-dependency-injection.yml,lot-09,Dependency Injection,OIT-79f4n087b66c,Service container,hard,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,55,OUT-rx9sxdh2gjgm,CRS-p1694d5f7r8c,/docs/courses/lot-09/service-container,1,CODE_INLINE_PRESENT
QST-8cz03w4xazh4,lot-09-dependency-injection.yml,lot-09,Dependency Injection,OIT-79f4n087b66c,Service container,medium,single,1,1,4,UNDERSTAND,RECOGNIZE,API_SIGNATURE,,50,OUT-21rjj7sevj21,CRS-p1694d5f7r8c,/docs/courses/lot-09/service-container,1,READY_FOR_NEW_UI
QST-0mgw5r64r7pf,lot-09-dependency-injection.yml,lot-09,Dependency Injection,OIT-dy7108w6bf4z,Built-in services,easy,single,1,1,4,KNOW,RECOGNIZE,API_SIGNATURE,,40,OUT-gg02aw655bat,CRS-jtkmpfp3nwzk,/docs/courses/lot-09/built-in-services,1,READY_FOR_NEW_UI
QST-8ejeqdapg6aq,lot-09-dependency-injection.yml,lot-09,Dependency Injection,OIT-dy7108w6bf4z,Built-in services,medium,single,1,1,4,UNDERSTAND,RECOGNIZE,DEFINITION_RECALL,,50,OUT-q8fq5v0gn6nh,CRS-jtkmpfp3nwzk,/docs/courses/lot-09/built-in-services,1,READY_FOR_NEW_UI
QST-p6eftemqgsfx,lot-09-dependency-injection.yml,lot-09,Dependency Injection,OIT-ar4h3zfskjsp,Configuration parameters,hard,single,1,1,4,APPLY,DISTINGUISH,CONCEPT_DISTINCTION,,55,OUT-b81c2y9edqrn,CRS-8zmj5ntgdhjv,/docs/courses/lot-09/configuration-parameters,1,READY_FOR_NEW_UI
QST-cb9sywaj1nde,lot-09-dependency-injection.yml,lot-09,Dependency Injection,OIT-ar4h3zfskjsp,Configuration parameters,medium,single,1,1,4,UNDERSTAND,RECOGNIZE,API_SIGNATURE,,50,OUT-eatwchm2rs41,CRS-8zmj5ntgdhjv,/docs/courses/lot-09/configuration-parameters,1,READY_FOR_NEW_UI
QST-gfqb0xrb7tbx,lot-09-dependency-injection.yml,lot-09,Dependency Injection,OIT-stze9x4aydp3,Services registration (YAML and PHP attributes),hard,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,55,OUT-bqf7brva4nwe|OUT-rf33669d3w01,CRS-g8fteyd38nrt,/docs/courses/lot-09/services-registration-yaml-and-php-attributes,1,READY_FOR_NEW_UI
QST-q2p4t3hjc5x0,lot-09-dependency-injection.yml,lot-09,Dependency Injection,OIT-stze9x4aydp3,Services registration (YAML and PHP attributes),medium,single,1,1,4,UNDERSTAND,RECOGNIZE,API_SIGNATURE,,50,OUT-bqf7brva4nwe,CRS-g8fteyd38nrt,/docs/courses/lot-09/services-registration-yaml-and-php-attributes,1,READY_FOR_NEW_UI
QST-3zf09tnf1rkj,lot-09-dependency-injection.yml,lot-09,Dependency Injection,OIT-adhs2ny9hc5f,Service decoration,medium,single,1,1,4,UNDERSTAND,RECOGNIZE,API_SIGNATURE,,50,OUT-tv6pkb930kss,CRS-fkebqqqke5y5,/docs/courses/lot-09/service-decoration,1,CODE_INLINE_PRESENT
QST-zbx19jnjr7gz,lot-09-dependency-injection.yml,lot-09,Dependency Injection,OIT-adhs2ny9hc5f,Service decoration,hard,single,1,1,4,UNDERSTAND,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,60,OUT-7mpy7kfscvv1,CRS-fkebqqqke5y5,/docs/courses/lot-09/service-decoration,1,READY_FOR_NEW_UI
QST-t4bgmrx3q0cg,lot-09-dependency-injection.yml,lot-09,Dependency Injection,OIT-83sac57rw0xn,Tags,medium,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,55,OUT-deqvr7c2bvsf,CRS-b4g5s2asb9ye,/docs/courses/lot-09/tags,1,READY_FOR_NEW_UI
QST-wdn59cym1fv8,lot-09-dependency-injection.yml,lot-09,Dependency Injection,OIT-83sac57rw0xn,Tags,medium,single,1,1,4,APPLY,RECOGNIZE,API_SIGNATURE,,50,OUT-enhmt34n32vh,CRS-b4g5s2asb9ye,/docs/courses/lot-09/tags,1,CODE_INLINE_PRESENT
QST-2q21a2srg5hr,lot-09-dependency-injection.yml,lot-09,Dependency Injection,OIT-qj4xfkhwdrx7,Semantic configuration,medium,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,50,OUT-06ednnh0npmz,CRS-exs5dvtqa1as,/docs/courses/lot-09/semantic-configuration,1,READY_FOR_NEW_UI
QST-qzgxkh2b2pa5,lot-09-dependency-injection.yml,lot-09,Dependency Injection,OIT-qj4xfkhwdrx7,Semantic configuration,hard,single,1,1,4,UNDERSTAND,RECOGNIZE,API_SIGNATURE,,55,OUT-vmzkkhjtf67j,CRS-exs5dvtqa1as,/docs/courses/lot-09/semantic-configuration,1,READY_FOR_NEW_UI
QST-xw4d2n9a8hz5,lot-09-dependency-injection.yml,lot-09,Dependency Injection,OIT-h2n7d7dbr56p,Factories,hard,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,55,OUT-mfkawre47dv3,CRS-1bkg7pkf78c7,/docs/courses/lot-09/factories,1,CODE_INLINE_PRESENT
QST-1ss1gkatj0te,lot-09-dependency-injection.yml,lot-09,Dependency Injection,OIT-h2n7d7dbr56p,Factories,medium,single,1,1,4,KNOW,RECOGNIZE,API_SIGNATURE,,50,OUT-5tp6e11ygzgz,CRS-1bkg7pkf78c7,/docs/courses/lot-09/factories,1,READY_FOR_NEW_UI
QST-7ns2ad8j7z7a,lot-09-dependency-injection.yml,lot-09,Dependency Injection,OIT-3y0b9gxyandm,Compiler passes,hard,single,1,1,4,UNDERSTAND,RECOGNIZE,API_SIGNATURE,,50,OUT-cqnfv3m8fn8q,CRS-d25bvr0097py,/docs/courses/lot-09/compiler-passes,1,READY_FOR_NEW_UI
QST-4nq445j72q7w,lot-09-dependency-injection.yml,lot-09,Dependency Injection,OIT-3y0b9gxyandm,Compiler passes,hard,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,60,OUT-5d052fcbnf0g,CRS-d25bvr0097py,/docs/courses/lot-09/compiler-passes,1,READY_FOR_NEW_UI
QST-q1jqvtzhr8ga,lot-09-dependency-injection.yml,lot-09,Dependency Injection,OIT-3y0b9gxyandm,Compiler passes,medium,single,1,1,4,KNOW,RECOGNIZE,DEFINITION_RECALL,,45,OUT-avkzmraeybbg,CRS-d25bvr0097py,/docs/courses/lot-09/compiler-passes,1,READY_FOR_NEW_UI
QST-mg33edgvxqrc,lot-09-dependency-injection.yml,lot-09,Dependency Injection,OIT-wm3qdqemtap9,Services autowiring,hard,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,60,OUT-7k7n0avtawev|OUT-h9f0rmgswrcz,CRS-w6yfxm6ad4zy,/docs/courses/lot-09/services-autowiring,1,READY_FOR_NEW_UI
QST-egkw6pqr1hvq,lot-09-dependency-injection.yml,lot-09,Dependency Injection,OIT-wm3qdqemtap9,Services autowiring,hard,single,1,1,4,APPLY,DISTINGUISH,CONCEPT_DISTINCTION,,60,OUT-5sh0v9zbqw10,CRS-w6yfxm6ad4zy,/docs/courses/lot-09/services-autowiring,1,CODE_INLINE_PRESENT
QST-gscp8fh16xed,lot-09-dependency-injection.yml,lot-09,Dependency Injection,OIT-wm3qdqemtap9,Services autowiring,medium,single,1,1,4,KNOW,RECOGNIZE,API_SIGNATURE,,50,OUT-06wrfq0kv0v0,CRS-w6yfxm6ad4zy,/docs/courses/lot-09/services-autowiring,1,CODE_INLINE_PRESENT
QST-gkhpzxneegbr,lot-09-dependency-injection.yml,lot-09,Dependency Injection,OIT-gkhcbtygef69,Service locators,medium,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,55,OUT-3c8n410rjew2|OUT-treyye0w8xe4,CRS-0a0d5bp6769e,/docs/courses/lot-09/service-locators,1,READY_FOR_NEW_UI
QST-qh1cbg5wp55k,lot-09-dependency-injection.yml,lot-09,Dependency Injection,OIT-gkhcbtygef69,Service locators,hard,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,55,OUT-g6613nkxjesh,CRS-0a0d5bp6769e,/docs/courses/lot-09/service-locators,1,CODE_INLINE_PRESENT
QST-k31qdkpdy92e,lot-09-dependency-injection.yml,lot-09,Dependency Injection,OIT-79f4n087b66c,Service container,medium,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-4mx2cr2ydxtf,CRS-p1694d5f7r8c,/docs/courses/lot-09/service-container,1,READY_FOR_NEW_UI
QST-1zvtze0w6a5p,lot-09-dependency-injection.yml,lot-09,Dependency Injection,OIT-ar4h3zfskjsp,Configuration parameters,medium,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-ddcr84rvx9ap,CRS-8zmj5ntgdhjv,/docs/courses/lot-09/configuration-parameters,1,CODE_INLINE_PRESENT
QST-c12z17ez0ss5,lot-09-dependency-injection.yml,lot-09,Dependency Injection,OIT-stze9x4aydp3,Services registration (YAML and PHP attributes),medium,single,1,1,4,KNOW,RECOGNIZE,API_SIGNATURE,,45,OUT-j5rpdd6qsy3y,CRS-g8fteyd38nrt,/docs/courses/lot-09/services-registration-yaml-and-php-attributes,1,CODE_INLINE_PRESENT
QST-r73ye7dqg80n,lot-09-dependency-injection.yml,lot-09,Dependency Injection,OIT-stze9x4aydp3,Services registration (YAML and PHP attributes),hard,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,45,OUT-rf33669d3w01,CRS-g8fteyd38nrt,/docs/courses/lot-09/services-registration-yaml-and-php-attributes,1,READY_FOR_NEW_UI
QST-smjza039q4hw,lot-09-dependency-injection.yml,lot-09,Dependency Injection,OIT-stze9x4aydp3,Services registration (YAML and PHP attributes),hard,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-112hac96j8hg,CRS-g8fteyd38nrt,/docs/courses/lot-09/services-registration-yaml-and-php-attributes,1,CODE_INLINE_PRESENT
